final_method,feature_mode,features,eps,min_samples,window_size,position_weight,motion_weight,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,fallback_frames,fallback_ratio,avg_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,clusters_path,stats_path
DBSCAN + KMeans fallback,window_velocity,"X,Y,window_vx,window_vy",1.0,2,5,1.0,0.5,541,3.9537892791127542,2,9,1.2951796185870776,0.10677339174818987,7,0.012939001848428836,0.0006837655347728419,0,1.0,outputs/final/clusters_final.csv,outputs/final/stats_final.csv
