method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,avg_raw_dbscan_num_clusters,avg_raw_dbscan_noise_ratio,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,eps,min_samples,window_size,momentum_alpha,position_weight,motion_weight,result_path,stats_path
dbscan_kmeans_fallback,window_velocity,541,3.9537892791127542,2,9,1.2951796185870776,0.1067733917481899,3.9408502772643255,0.10770802637214734,7,0.012939001848428836,0.0006837655347728906,0.8900570869445801,0,1.0,1.0,2,5,0.7,1.0,0.5,outputs/b_motion/clusters_b_window_velocity_eps1p0_min2_w5_a0p7_pw1p0_mw0p5.csv,outputs/b_motion/stats_b_window_velocity_eps1p0_min2_w5_a0p7_pw1p0_mw0p5.csv
