method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,avg_raw_dbscan_num_clusters,avg_raw_dbscan_noise_ratio,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,eps,min_samples,window_size,momentum_alpha,position_weight,motion_weight,result_path,stats_path
dbscan_kmeans_fallback,momentum,541,4.011090573012939,2,9,1.3122876946893884,0.10256809886507502,3.9944547134935307,0.10550486931974595,9,0.0166358595194085,0.0006906311965914178,0.8973140716552734,0,1.0,1.0,2,5,0.7,1.0,0.5,outputs/b_motion/clusters_b_momentum_eps1p0_min2_w5_a0p7_pw1p0_mw0p5.csv,outputs/b_motion/stats_b_momentum_eps1p0_min2_w5_a0p7_pw1p0_mw0p5.csv
