method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,avg_raw_dbscan_num_clusters,avg_raw_dbscan_noise_ratio,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,eps,min_samples,window_size,momentum_alpha,position_weight,motion_weight,result_path,stats_path
dbscan_kmeans_fallback,window_velocity,541,7.652495378927911,2,14,2.4452028361060005,0.31710405554674503,7.648798521256932,0.3193416272949696,2,0.0036968576709796672,0.0006574663349088151,0.887601375579834,0,1.0,0.8,2,5,0.7,1.0,1.0,outputs/b_motion/clusters_b_window_velocity_eps0p8_min2_w5_a0p7_pw1p0_mw1p0.csv,outputs/b_motion/stats_b_window_velocity_eps0p8_min2_w5_a0p7_pw1p0_mw1p0.csv
