time_step,method,feature_mode,num_pedestrians,num_clusters,noise_ratio,raw_dbscan_num_clusters,raw_dbscan_noise_ratio,used_fallback,runtime_sec,eps,min_samples,window_size,momentum_alpha,position_weight,motion_weight
0,dbscan_kmeans_fallback,momentum,29,4,0.034482758620689655,4,0.034482758620689655,0,0.0009171962738037109,0.8,2,5,0.7,1.0,1.0
10,dbscan_kmeans_fallback,momentum,30,7,0.06666666666666667,7,0.06666666666666667,0,0.0006692409515380859,0.8,2,5,0.7,1.0,1.0
20,dbscan_kmeans_fallback,momentum,31,8,0.1935483870967742,8,0.1935483870967742,0,0.0006144046783447266,0.8,2,5,0.7,1.0,1.0
30,dbscan_kmeans_fallback,momentum,32,8,0.25,8,0.25,0,0.0005805492401123047,0.8,2,5,0.7,1.0,1.0
40,dbscan_kmeans_fallback,momentum,33,7,0.30303030303030304,7,0.30303030303030304,0,0.0006005764007568359,0.8,2,5,0.7,1.0,1.0
50,dbscan_kmeans_fallback,momentum,36,8,0.3055555555555556,8,0.3055555555555556,0,0.0005812644958496094,0.8,2,5,0.7,1.0,1.0
60,dbscan_kmeans_fallback,momentum,37,8,0.32432432432432434,8,0.32432432432432434,0,0.0005905628204345703,0.8,2,5,0.7,1.0,1.0
70,dbscan_kmeans_fallback,momentum,38,8,0.34210526315789475,8,0.34210526315789475,0,0.0005819797515869141,0.8,2,5,0.7,1.0,1.0
80,dbscan_kmeans_fallback,momentum,38,8,0.3157894736842105,8,0.3157894736842105,0,0.0005946159362792969,0.8,2,5,0.7,1.0,1.0
90,dbscan_kmeans_fallback,momentum,39,7,0.28205128205128205,7,0.28205128205128205,0,0.0005788803100585938,0.8,2,5,0.7,1.0,1.0
100,dbscan_kmeans_fallback,momentum,38,8,0.3157894736842105,8,0.3157894736842105,0,0.0005946159362792969,0.8,2,5,0.7,1.0,1.0
110,dbscan_kmeans_fallback,momentum,37,8,0.32432432432432434,8,0.32432432432432434,0,0.0005807876586914062,0.8,2,5,0.7,1.0,1.0
120,dbscan_kmeans_fallback,momentum,36,8,0.3333333333333333,8,0.3333333333333333,0,0.0005893707275390625,0.8,2,5,0.7,1.0,1.0
130,dbscan_kmeans_fallback,momentum,36,8,0.3333333333333333,8,0.3333333333333333,0,0.0005745887756347656,0.8,2,5,0.7,1.0,1.0
140,dbscan_kmeans_fallback,momentum,36,8,0.3333333333333333,8,0.3333333333333333,0,0.0005850791931152344,0.8,2,5,0.7,1.0,1.0
150,dbscan_kmeans_fallback,momentum,37,8,0.32432432432432434,8,0.32432432432432434,0,0.0005817413330078125,0.8,2,5,0.7,1.0,1.0
160,dbscan_kmeans_fallback,momentum,35,8,0.2857142857142857,8,0.2857142857142857,0,0.0006566047668457031,0.8,2,5,0.7,1.0,1.0
170,dbscan_kmeans_fallback,momentum,36,8,0.3055555555555556,8,0.3055555555555556,0,0.0006453990936279297,0.8,2,5,0.7,1.0,1.0
180,dbscan_kmeans_fallback,momentum,34,8,0.2647058823529412,8,0.2647058823529412,0,0.0006518363952636719,0.8,2,5,0.7,1.0,1.0
190,dbscan_kmeans_fallback,momentum,37,8,0.1891891891891892,8,0.1891891891891892,0,0.0005993843078613281,0.8,2,5,0.7,1.0,1.0
200,dbscan_kmeans_fallback,momentum,37,6,0.21621621621621623,6,0.21621621621621623,0,0.0005774497985839844,0.8,2,5,0.7,1.0,1.0
210,dbscan_kmeans_fallback,momentum,37,8,0.24324324324324326,8,0.24324324324324326,0,0.0006358623504638672,0.8,2,5,0.7,1.0,1.0
220,dbscan_kmeans_fallback,momentum,37,6,0.35135135135135137,6,0.35135135135135137,0,0.0006322860717773438,0.8,2,5,0.7,1.0,1.0
230,dbscan_kmeans_fallback,momentum,36,7,0.3055555555555556,7,0.3055555555555556,0,0.0006632804870605469,0.8,2,5,0.7,1.0,1.0
240,dbscan_kmeans_fallback,momentum,37,9,0.2702702702702703,9,0.2702702702702703,0,0.0005939006805419922,0.8,2,5,0.7,1.0,1.0
250,dbscan_kmeans_fallback,momentum,36,8,0.3055555555555556,8,0.3055555555555556,0,0.0005741119384765625,0.8,2,5,0.7,1.0,1.0
260,dbscan_kmeans_fallback,momentum,37,8,0.32432432432432434,8,0.32432432432432434,0,0.0005865097045898438,0.8,2,5,0.7,1.0,1.0
270,dbscan_kmeans_fallback,momentum,36,8,0.3333333333333333,8,0.3333333333333333,0,0.0006344318389892578,0.8,2,5,0.7,1.0,1.0
280,dbscan_kmeans_fallback,momentum,35,8,0.34285714285714286,8,0.34285714285714286,0,0.0005717277526855469,0.8,2,5,0.7,1.0,1.0
290,dbscan_kmeans_fallback,momentum,35,9,0.34285714285714286,9,0.34285714285714286,0,0.0005898475646972656,0.8,2,5,0.7,1.0,1.0
300,dbscan_kmeans_fallback,momentum,35,9,0.34285714285714286,9,0.34285714285714286,0,0.0005750656127929688,0.8,2,5,0.7,1.0,1.0
310,dbscan_kmeans_fallback,momentum,32,7,0.40625,7,0.40625,0,0.0005967617034912109,0.8,2,5,0.7,1.0,1.0
320,dbscan_kmeans_fallback,momentum,33,9,0.30303030303030304,9,0.30303030303030304,0,0.0005784034729003906,0.8,2,5,0.7,1.0,1.0
330,dbscan_kmeans_fallback,momentum,35,7,0.34285714285714286,7,0.34285714285714286,0,0.0007753372192382812,0.8,2,5,0.7,1.0,1.0
340,dbscan_kmeans_fallback,momentum,36,8,0.3333333333333333,8,0.3333333333333333,0,0.0006351470947265625,0.8,2,5,0.7,1.0,1.0
350,dbscan_kmeans_fallback,momentum,36,8,0.3888888888888889,8,0.3888888888888889,0,0.0006530284881591797,0.8,2,5,0.7,1.0,1.0
360,dbscan_kmeans_fallback,momentum,36,9,0.4166666666666667,9,0.4166666666666667,0,0.0006594657897949219,0.8,2,5,0.7,1.0,1.0
