method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,avg_raw_dbscan_num_clusters,avg_raw_dbscan_noise_ratio,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,eps,min_samples,window_size,momentum_alpha,position_weight,motion_weight,result_path,stats_path
dbscan_kmeans_fallback,direction,541,7.024029574861368,2,14,2.2528531767873257,0.2984519565967196,7.018484288354898,0.30125997647838476,3,0.005545286506469501,0.0007275014619950666,0.9768247604370117,0,1.0,0.8,2,5,0.7,1.0,1.0,outputs/b_motion/clusters_b_direction_eps0p8_min2_w5_a0p7_pw1p0_mw1p0.csv,outputs/b_motion/stats_b_direction_eps0p8_min2_w5_a0p7_pw1p0_mw1p0.csv
