method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_raw_num_clusters,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,window_size,beta,n_clusters_param,dist_threshold,vel_threshold,sigma_d,sigma_v,result_path,stats_path
relation_graph,temporal_relation,541,7.809611829944547,3,15,1.9736176683686306,7.809611829944547,0,0.0,0.0097546207265801,5.523662090301514,0,1.0,5,0.7,3,2.0,0.15,2.0,0.1,outputs/c_temporal/clusters_c_relation_graph_w5_b0p7_k3_dt2p0_vt0p15_sd2p0_sv0p1.csv,outputs/c_temporal/stats_c_relation_graph_w5_b0p7_k3_dt2p0_vt0p15_sd2p0_sv0p1.csv
