method,feature_mode,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_raw_num_clusters,fallback_frames,fallback_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,window_size,beta,n_clusters_param,dist_threshold,vel_threshold,sigma_d,sigma_v,result_path,stats_path
affinity_spectral,temporal_relation,541,3.0,3,3,0.0,3.0,0,0.0,0.01424186859906491,7.967898368835449,0,1.0,5,0.7,3,1.2,0.08,2.0,0.1,outputs/c_temporal/clusters_c_affinity_spectral_w5_b0p7_k3_dt1p2_vt0p08_sd2p0_sv0p1.csv,outputs/c_temporal/stats_c_affinity_spectral_w5_b0p7_k3_dt1p2_vt0p08_sd2p0_sv0p1.csv
