method,feature_type,num_frames,avg_num_clusters,min_num_clusters,max_num_clusters,std_num_clusters,avg_noise_ratio,avg_runtime_sec,total_runtime_sec,frames_with_less_than_2_clusters,ratio_frames_at_least_2_clusters,n_clusters_param,eps,min_samples,result_path,stats_path
agglomerative,spatial_xy,541,3.0,3,3,0.0,0.0,0.00037199379996759834,0.897385835647583,0,1.0,3,0.6,2,outputs/a_baseline/clusters_agglomerative_xy_k3_eps0p6_min2.csv,outputs/a_baseline/stats_agglomerative_xy_k3_eps0p6_min2.csv
